"","id","ts.endDateTime.w1","ts.exclusion.age.w1","outgoing1","findfault1","thorough1","nervous1","imagination1","reserved1","trusting1","lazy1","relaxed1","unartistic1","talkative1","original1","quarrels1","tense1","ingenious1","depressed1","enthusiasm1","forgiving1","assertive1","disorganized1","emotionallystable1","inventive1","cold1","perseveres1","moody1","artistic1","shy1","efficient1","calm1","routine1","plans1","reflect1","cooperate1","distracted1","sophisticated1","reliable1","worries1","quiet1","rude1","careless1","helpful1","considerate1","energy1","curious1","talkative2","findfault2","thorough2","depressed2","original2","reserved2","careless2","energy2","quarrels2","tense2","ingenious2","enthusiasm2","forgiving2","disorganized2","trusting2","emotionallystable2","inventive2","assertive2","cold2","perseveres2","connected2","moody2","artistic2","shy2","efficient2","calm2","routine2","plans2","nervous2","reflect2","unartistic2","cooperate2","distracted2","sophisticated2","helpful2","likesothers2","imagination2","outgoing2","lazy2","relaxed2","reliable2","worries2","quiet2","rude2","considerate2","curious2","talkative3","findfault3","thorough3","depressed3","original3","reserved3","careless3","energy3","quarrels3","tense3","ingenious3","enthusiasm3","forgiving3","disorganized3","trusting3","emotionallystable3","inventive3","assertive3","cold3","perseveres3","moody3","artistic3","shy3","efficient3","calm3","routine3","plans3","nervous3","reflect3","unartistic3","cooperate3","distracted3","sophisticated3","helpful3","relaxed3","reliable3","curious3","worries3","imagination3","quiet3","lazy3","considerate3","outgoing3","rude3","talkative_a","findfault_a","thorough_a","depressed_a","original_a","reserved_a","helpful_a","careless_a","relaxed_a","curious_a","energy_a","quarrels_a","reliable_a","tense_a","ingenious_a","enthusiasm_a","forgiving_a","disorganized_a","worries_a","imagination_a","quiet_a","trusting_a","lazy_a","emotionallystable_a","inventive_a","assertive_a","cold_a","perseveres_a","moody_a","artistic_a","shy_a","considerate_a","efficient_a","calm_a","routine_a","outgoing_a","rude_a","plans_a","nervous_a","reflect_a","unartistic_a","cooperate_a","distracted_a","sophisticated_a","talkative_b","findfault_b","thorough_b","depressed_b","original_b","reserved_b","helpful_b","careless_b","relaxed_b","curious_b","energy_b","quarrels_b","reliable_b","tense_b","ingenious_b","enthusiasm_b","forgiving_b","disorganized_b","worries_b","imagination_b","quiet_b","trusting_b","lazy_b","emotionallystable_b","inventive_b","assertive_b","cold_b","perseveres_b","moody_b","artistic_b","shy_b","considerate_b","efficient_b","calm_b","routine_b","outgoing_b","rude_b","plans_b","nervous_b","reflect_b","unartistic_b","cooperate_b","distracted_b","sophisticated_b","talkative_c","findfault_c","thorough_c","depressed_c","original_c","reserved_c","helpful_c","careless_c","relaxed_c","curious_c","energy_c","quarrels_c","reliable_c","tense_c","ingenious_c","enthusiasm_c","forgiving_c","disorganized_c","worries_c","imagination_c","quiet_c","trusting_c","lazy_c","emotionallystable_c","inventive_c","assertive_c","cold_c","perseveres_c","moody_c","artistic_c","shy_c","considerate_c","efficient_c","calm_c","routine_c","outgoing_c","rude_c","plans_c","nervous_c","reflect_c","unartistic_c","cooperate_c","distracted_c","sophisticated_c","talkative_d","findfault_d","thorough_d","depressed_d","original_d","reserved_d","helpful_d","careless_d","relaxed_d","curious_d","energy_d","quarrels_d","reliable_d","tense_d","ingenious_d","enthusiasm_d","forgiving_d","disorganized_d","worries_d","imagination_d","quiet_d","trusting_d","lazy_d","emotionallystable_d","inventive_d","assertive_d","cold_d","perseveres_d","moody_d","artistic_d","shy_d","considerate_d","efficient_d","calm_d","routine_d","outgoing_d","rude_d","plans_d","nervous_d","reflect_d","unartistic_d","cooperate_d","distracted_d","sophisticated_d"
"191",20054,"9/13/13 14:32","9/13/13 16:18",6,13,14,12,3,13,3,4,9,13,9,5,1,11,4,2,3,4,13,2,10,6,9,14,10,2,12,14,5,11,14,10,14,13,1,15,4,4,10,2,12,3,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,14,3,10,11,12,5,7,7,9,3,14,13,5,10,5,3,12,6,11,4,10,12,3,11,6,13,9,5,13,3,11,2,3,10,12,14,10,5,13,14,13,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",38999,"9/16/13 17:25","9/16/13 19:14",11,13,13,5,15,1,14,1,7,1,12,12,9,9,5,10,13,7,12,11,7,9,3,11,11,11,4,11,8,5,11,9,11,11,11,13,15,1,9,8,13,9,12,15,15,7,8,10,11,1,13,13,8,13,5,13,13,13,13,8,11,11,6,11,6,9,12,3,8,7,1,9,6,6,1,15,15,12,12,12,15,11,1,3,15,15,7,4,9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",64527,"9/12/13 12:19","9/12/13 14:18",7,11,13,9,15,5,12,6,14,1,4,10,1,11,13,2,10,15,5,9,15,7,11,14,8,12,15,13,15,12,6,14,13,7,11,13,8,15,1,10,14,14,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",21439,"9/17/13 12:47","9/17/13 14:26",12,15,12,1,13,4,9,7,4,12,11,4,1,8,14,1,14,1,15,4,9,11,1,12,14,8,7,14,2,9,9,15,1,1,1,15,12,1,4,8,9,12,11,15,10,13,13,1,6,6,3,9,1,3,8,11,3,4,9,9,4,9,1,8,4,6,5,9,11,5,7,12,9,15,7,5,8,5,10,12,8,10,10,9,12,13,3,2,10,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,11,1,5,9,12,4,8,15,7,1,12,7,13,11,5,9,6,5,9,5,11,11,8,13,1,12,11,5,10,10,15,7,8,7,2,9,1,9,9,4,1,6,12,14,10,1,5,6,8,1,1,12,7,1,15,7,9,9,1,8,12,6,6,3,10,5,2,11,2,15,10,8,10,10,14,2,1,5,4,15,6,15,12,3,2,10,11,12,11,1,5,4,10,3,11,11,10,1,9,4,9,12,7,2,5,7,2,8,7,11,8,10,5,9,6,9,7,9,11,7,2,10,NA,9,4,14,9,11,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",17561,"9/19/13 12:23","9/19/13 14:24",14,13,13,3,14,6,11,3,12,4,13,11,1,3,12,3,14,11,13,4,8,10,7,14,10,15,11,14,14,14,14,15,15,9,13,14,13,10,1,6,13,15,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,9,8,9,6,8,7,9,9,9,7,7,8,7,9,8,7,9,8,9,7,8,8,9,7,7,9,9,10,9,7,8,7,6,11,9,8,10,7,8,10,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,9,12,5,14,9,9,12,12,1,12,3,13,14,13,4,14,14,8,10,4,9,12,12,3,14,5,14,6,13,13,13,12,14,3,13,8,14,3,14,13,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",94460,"9/21/13 12:25","9/21/13 14:23",14,3,14,12,15,1,15,5,9,1,11,13,9,13,13,1,15,13,6,12,9,5,9,9,14,15,4,9,6,2,12,12,15,12,14,12,10,4,10,10,15,12,12,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",41975,"9/18/13 15:53","9/18/13 17:41",7,11,11,8,11,9,6,11,7,6,8,11,4,6,9,6,5,8,8,10,8,9,8,6,9,11,8,8,8,10,7,9,7,12,9,6,11,9,9,8,8,8,7,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",77407,"9/18/13 10:52","9/18/13 13:27",13,6,15,15,15,2,15,5,5,2,15,12,1,11,15,4,15,15,3,15,4,8,1,14,7,15,2,3,4,8,5,15,15,11,15,10,5,3,9,12,15,15,15,15,15,10,15,6,15,2,11,14,1,14,15,15,14,13,14,2,10,12,2,12,15,12,15,2,3,5,11,12,15,15,1,15,10,15,13,15,10,15,9,4,12,15,1,11,13,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,11,15,3,15,8,15,15,3,15,15,1,14,14,15,15,14,15,15,11,2,15,4,2,12,8,4,15,13,15,15,15,2,3,14,13,9,7,15,15,3,15,10,15,15,10,15,4,10,5,14,14,3,15,15,5,15,15,15,15,15,15,15,10,3,14,9,2,4,8,3,15,14,15,3,15,5,2,11,13,9,6,15,15,3,15,11,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,8,15,2,13,3,15,13,4,15,15,2,13,13,14,15,15,15,6,NA,2,15,11,3,11,11,2,15,9,15,9,15,4,4,8,13,3,9,11,15,1,15,13,15
"199",13518,"9/17/13 12:47","9/17/13 15:02",13,4,13,2,12,3,13,5,14,3,12,11,6,3,13,5,12,14,14,3,15,11,12,14,4,15,4,9,14,2,9,13,15,13,13,13,1,4,2,14,14,11,11,14,12,4,10,5,13,4,9,10,3,1,12,9,13,9,6,15,12,13,9,9,9,2,15,2,4,13,3,9,1,15,2,13,10,11,12,12,12,13,9,13,10,1,4,2,12,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7,9,8,10,5,10,11,10,11,10,4,9,5,8,10,12,10,4,9,5,9,8,11,9,9,6,8,4,12,7,10,7,9,6,10,4,9,4,7,4,14,12,11
"200",32831,"9/25/13 10:32","9/30/13 14:51",14,7,9,9,15,6,9,13,12,4,12,10,9,5,11,1,14,10,15,10,14,10,7,7,7,12,12,12,9,12,6,12,12,14,15,9,6,2,12,12,10,12,14,14,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,12,1,15,4,12,12,15,15,13,9,11,4,15,12,12,13,2,15,5,11,14,15,12,11,4,12,4,13,12,12,12,13,9,13,7,10,4,15,1,12,14,15,12,5,12,1,12,4,12,12,12,12,12,4,12,4,12,12,12,12,4,12,6,12,9,14,12,12,4,10,9,12,9,14,12,12,9,12,9,9,7,12,4,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",93342,"9/18/13 15:54","9/18/13 17:38",11,2,10,9,13,8,13,9,9,12,13,10,2,9,5,2,13,14,10,2,13,7,2,12,10,3,9,13,9,14,13,10,13,7,2,13,4,3,3,11,12,12,13,14,12,6,12,2,10,9,3,12,2,12,7,12,14,6,14,10,4,13,3,12,14,7,2,6,13,6,15,12,10,11,13,14,10,2,12,13,13,12,8,10,13,13,5,2,12,11,12,3,12,3,10,9,4,10,1,9,6,12,14,2,14,9,6,12,3,14,7,10,10,13,7,14,14,10,5,12,13,9,1,13,10,14,10,9,7,9,4,14,11,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",64869,"9/24/13 13:05","9/24/13 15:02",15,2,15,11,11,1,12,1,12,1,15,13,2,8,9,1,15,14,13,1,14,8,1,15,4,15,5,11,9,12,15,11,13,13,9,15,15,1,2,2,13,13,15,15,15,3,12,1,10,4,4,14,3,8,8,14,11,1,13,11,8,13,1,13,13,8,15,2,10,10,8,13,9,8,3,12,11,9,10,15,10,15,1,14,15,10,1,8,12,12,14,2,14,1,11,3,3,13,1,5,8,15,9,1,12,13,8,14,1,15,3,15,3,12,14,11,15,5,10,2,14,11,9,10,15,15,15,11,9,1,1,13,15,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",37024,"9/20/13 14:08","9/20/13 16:08",12,12,14,10,11,6,9,5,6,3,10,13,2,12,9,2,14,4,13,3,10,10,4,9,10,11,8,10,8,8,14,11,11,6,13,14,15,7,9,3,12,11,9,8,11,8,14,2,12,6,5,10,2,5,9,14,7,4,8,9,9,11,4,14,15,8,10,6,12,10,6,14,10,10,5,12,7,8,12,14,11,12,3,9,14,14,6,4,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,10,13,3,12,8,9,3,5,10,11,3,14,10,8,12,6,5,11,10,7,8,7,10,10,9,6,10,9,9,8,11,12,7,10,12,7,14,10,9,6,11,7,11,11,11,13,2,10,7,11,4,8,8,8,3,14,6,7,12,6,2,10,10,6,8,6,11,10,12,4,9,7,10,7,12,12,9,6,12,6,12,9,9,8,12,6,9,13,10,14,2,11,4,13,4,8,9,11,3,15,7,8,14,5,5,11,11,5,9,2,12,12,13,3,13,9,12,5,14,14,10,8,12,4,15,9,10,4,13,7,10,12,9,14,2,9,5,12,2,8,10,11,2,15,6,10,14,5,3,13,10,5,12,4,14,11,12,3,14,8,11,6,11,13,9,6,14,5,15,7,11,4,14,8,11
"204",84814,"9/17/13 12:48","9/17/13 14:44",9,4,10,10,NA,5,12,4,NA,12,12,11,3,5,10,3,14,11,12,10,10,12,10,12,4,11,12,10,11,9,7,11,12,7,3,NA,NA,6,9,13,11,9,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,6,12,4,11,5,12,9,10,11,11,4,11,8,11,10,11,8,5,12,5,11,5,11,11,11,5,12,8,10,10,11,11,11,10,11,7,10,5,8,7,9,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
